{{0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000},
{0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,0.000400,0.000400,0.001100,0.002600,0.004300,0.007500,0.010800,0.018000,0.027900,0.038700,0.055700,0.079900,0.106500,0.138200,0.177700,0.227200,0.280000,0.341000,0.399800,0.464900,0.526700,0.588300,0.646000,0.709200,0.760000,0.809800,0.850300,0.881400,0.907100,0.931200,0.948300,0.963900,0.974100,0.981900,0.986600,0.991000,0.994200,0.995800,0.996900,0.998200,0.998600,0.999000,0.999600,0.999700,0.999900,0.999900,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000},
{0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,0.000500,0.001000,0.002700,0.004600,0.008900,0.014400,0.021500,0.034400,0.056100,0.082400,0.116100,0.158200,0.211500,0.273500,0.346000,0.426300,0.501600,0.583700,0.661900,0.744100,0.820800,0.891300,0.963500,1.030600,1.098500,1.169200,1.244400,1.312500,1.389100,1.466900,1.542700,1.614300,1.679300,1.739000,1.793500,1.840000,1.880300,1.912600,1.936100,1.952700,1.968600,1.976900,1.983300,1.988500,1.992500,1.995200,1.996500,1.998400,1.999100,1.999600,1.999700,1.999700,1.999800,1.999900,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000,2.000000},
{0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000200,0.000500,0.001300,0.003100,0.005700,0.011300,0.021300,0.038100,0.062400,0.096100,0.140500,0.196800,0.266500,0.346400,0.429300,0.520100,0.617900,0.707300,0.799200,0.889900,0.981200,1.066700,1.159500,1.250100,1.340500,1.438200,1.537100,1.636800,1.733800,1.821000,1.909900,1.994800,2.075600,2.158900,2.236500,2.313300,2.400200,2.484500,2.566000,2.639300,2.711200,2.769300,2.820500,2.862400,2.898600,2.927100,2.947100,2.962600,2.975600,2.982600,2.988000,2.992600,2.996000,2.997900,2.998500,2.999100,2.999400,2.999700,2.999800,2.999900,2.999900,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000,3.000000},
{0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,0.000100,0.000100,0.000100,0.000300,0.000900,0.002000,0.004000,0.007500,0.015500,0.029000,0.052900,0.084500,0.130300,0.190000,0.265600,0.347900,0.444700,0.543100,0.647100,0.752400,0.853800,0.956100,1.052500,1.154300,1.258800,1.367100,1.482000,1.594300,1.709500,1.819300,1.924900,2.033200,2.135600,2.241400,2.353800,2.460600,2.571400,2.679000,2.778700,2.874800,2.963300,3.053500,3.142100,3.229400,3.318800,3.408300,3.500000,3.577900,3.655700,3.724000,3.783100,3.833900,3.877500,3.910700,3.936800,3.954400,3.968600,3.979900,3.987500,3.992400,3.995400,3.997100,3.998300,3.998900,3.999300,3.999700,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000,4.000000},
{0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,0.000400,0.000700,0.001100,0.002000,0.004300,0.008700,0.017100,0.030900,0.055400,0.093600,0.145600,0.214000,0.300100,0.394600,0.502400,0.618400,0.732200,0.841500,0.950800,1.065300,1.178200,1.296800,1.418600,1.544800,1.675700,1.795200,1.915700,2.035700,2.159800,2.274400,2.397200,2.523500,2.648900,2.778300,2.892800,3.007100,3.120600,3.235500,3.346300,3.469500,3.581700,3.693000,3.796900,3.890800,3.991600,4.085000,4.175000,4.274000,4.366000,4.461400,4.544600,4.627800,4.704000,4.771700,4.824700,4.873000,4.907300,4.933200,4.955700,4.970400,4.982200,4.988200,4.992200,4.995700,4.997600,4.998800,4.999300,4.999700,4.999800,4.999900,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000,5.000000},
{0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,0.000200,0.000500,0.001400,0.003500,0.007200,0.014800,0.029600,0.054200,0.092100,0.148800,0.222200,0.312000,0.413300,0.526400,0.649400,0.768700,0.889300,1.011600,1.132200,1.262200,1.392500,1.533200,1.670300,1.804000,1.942500,2.074700,2.203700,2.338000,2.476300,2.613800,2.754800,2.890300,3.013100,3.142200,3.276500,3.411400,3.550700,3.685100,3.809400,3.930500,4.057600,4.175500,4.297400,4.419800,4.542100,4.655200,4.770200,4.869700,4.974700,5.068700,5.167200,5.264300,5.366000,5.462400,5.553200,5.637800,5.713700,5.777100,5.832900,5.879100,5.917700,5.943600,5.964500,5.978400,5.986400,5.991300,5.995600,5.998000,5.998700,5.999300,5.999600,5.999700,5.999900,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000,6.000000},
{0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,0.000600,0.001800,0.004400,0.010500,0.021800,0.040800,0.074600,0.131200,0.204700,0.296800,0.401800,0.524500,0.644000,0.774500,0.906300,1.027600,1.158500,1.298500,1.446400,1.595500,1.742500,1.891800,2.036600,2.179900,2.321800,2.468800,2.619400,2.775800,2.916300,3.059300,3.202000,3.351500,3.503500,3.648200,3.793000,3.930700,4.072300,4.215400,4.358600,4.492700,4.641600,4.771500,4.901100,5.024000,5.150500,5.275200,5.403800,5.524200,5.650700,5.767600,5.879000,5.981900,6.079300,6.183500,6.284900,6.385500,6.488200,6.578300,6.667200,6.743800,6.805200,6.857000,6.898400,6.934000,6.957000,6.972500,6.983700,6.990000,6.994400,6.996900,6.998400,6.999000,6.999500,6.999600,6.999900,6.999900,6.999900,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000,7.000000},
{0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,0.000800,0.003100,0.007300,0.012600,0.028600,0.059300,0.103400,0.165400,0.253600,0.363500,0.490700,0.620400,0.751600,0.888300,1.023900,1.164500,1.309800,1.464800,1.622900,1.777600,1.929300,2.081800,2.238300,2.395800,2.562200,2.722400,2.873600,3.029500,3.191800,3.346000,3.506600,3.670900,3.831500,3.984100,4.137700,4.289400,4.448100,4.607400,4.760000,4.907300,5.048100,5.201600,5.346600,5.495100,5.635000,5.773900,5.906200,6.035200,6.171400,6.302000,6.431400,6.557600,6.686100,6.810800,6.917100,7.026700,7.131200,7.235900,7.335500,7.433700,7.534000,7.624700,7.710500,7.780900,7.841000,7.890400,7.925900,7.951200,7.968800,7.980500,7.987300,7.992600,7.995800,7.997700,7.998700,7.999200,7.999500,7.999800,7.999900,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000,8.000000},
{0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100,0.000200,0.000800,0.002300,0.006800,0.016300,0.032800,0.069100,0.125600,0.205900,0.309200,0.430400,0.564400,0.704500,0.843300,0.983900,1.135500,1.283300,1.444700,1.602700,1.768400,1.930300,2.087800,2.255000,2.427900,2.601100,2.768300,2.941300,3.110700,3.282600,3.452900,3.623900,3.792000,3.957400,4.123500,4.293900,4.462200,4.630600,4.794800,4.953200,5.110800,5.275600,5.444500,5.608600,5.767100,5.917100,6.070700,6.221000,6.372800,6.527000,6.665000,6.813100,6.952100,7.089900,7.226900,7.356100,7.491600,7.626000,7.746900,7.870500,7.984400,8.097400,8.202800,8.300700,8.403600,8.503600,8.603200,8.690500,8.768700,8.830000,8.882700,8.921800,8.949700,8.967700,8.979100,8.987300,8.992000,8.996500,8.997900,8.998600,8.999300,8.999900,8.999900,8.999900,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000,9.000000},
