{3,16,1,6,5,4,22,12,17,2,35,10,28,20,21,8,7,49,43,37,19,70,9,29,64,67,13,56,98,15,51,14,95,58,18,42,26,93,100,11,96,82,41,99,66,94,33,86,62,24,88,97,31,50,92,91,27,85,90,48,74,84,80,89,45,83,87,36,79,25,78,61,81,76,77,75,73,69,72,23,60,53,32,71,68,65,63,59,57,54,46,55,39,52,47,44,40,30,38,34},
{2,8,4,1,6,3,14,21,24,9,23,10,7,44,36,16,56,32,41,31,17,5,63,52,78,67,30,19,15,100,92,68,12,18,40,26,33,99,35,11,65,98,51,97,96,42,20,95,94,13,91,83,27,93,90,81,87,73,29,89,28,77,86,85,84,59,82,88,53,80,75,79,71,25,76,74,60,72,70,45,69,66,64,57,62,54,38,61,50,55,47,58,49,46,48,39,43,37,34,22},
{1,2,6,7,5,20,17,4,16,3,12,47,27,9,23,50,35,32,8,70,26,24,56,22,61,44,10,42,19,100,21,31,82,68,94,18,55,93,25,92,14,99,98,85,96,41,79,38,54,97,11,69,30,95,90,91,89,52,84,78,15,29,13,88,87,81,83,80,72,86,45,75,28,77,74,65,73,71,76,67,66,57,49,64,36,63,60,48,62,59,53,33,58,51,43,39,46,40,37,34},
{1,4,2,20,9,18,12,3,44,14,7,11,23,60,16,32,22,6,33,47,21,10,68,66,30,19,8,99,15,54,88,85,41,100,64,59,28,98,43,5,80,95,96,17,26,91,71,46,86,97,55,40,13,94,27,93,36,84,92,89,82,24,76,90,50,39,87,77,37,81,83,35,79,25,78,75,74,65,62,73,72,70,52,49,69,67,63,45,58,56,53,61,51,31,57,38,48,29,42,34},
{1,5,3,18,12,2,19,10,7,36,6,30,16,4,26,46,47,24,17,29,15,11,68,75,23,94,9,73,14,45,41,8,99,69,39,100,37,90,56,31,58,21,53,97,98,22,96,95,13,93,85,92,88,91,33,35,89,87,66,83,86,82,25,84,79,67,63,80,27,81,70,78,20,77,61,76,74,72,71,51,49,65,62,43,64,54,60,55,57,59,44,52,42,34,50,28,48,40,38,32},
{2,1,7,4,6,15,13,26,3,18,30,28,11,8,17,16,61,48,5,39,38,67,14,10,37,34,51,84,27,12,94,9,24,100,73,21,58,99,98,95,54,65,20,97,96,93,79,32,19,91,74,90,23,56,89,49,47,92,87,78,83,43,88,29,86,76,71,85,52,81,82,66,80,77,68,46,75,31,72,70,62,22,64,41,69,63,59,45,60,57,55,53,50,44,25,42,36,35,40,33},
{1,2,13,10,3,8,25,24,6,16,20,4,35,11,21,61,7,30,50,46,5,52,9,73,48,23,12,68,100,41,28,15,96,93,17,89,58,37,99,71,62,34,98,40,32,22,97,26,95,38,14,94,29,92,82,47,91,87,90,56,19,85,88,33,77,86,84,81,74,80,83,27,79,18,78,72,67,76,75,44,70,69,66,65,59,36,64,57,31,63,55,54,53,60,51,49,45,43,42,39},
{6,1,11,9,2,14,13,28,21,37,3,34,49,18,5,42,57,22,8,12,4,20,7,71,55,16,84,10,99,40,48,80,30,100,19,25,98,78,47,95,15,97,88,26,66,81,46,94,54,96,44,93,65,23,90,33,83,92,91,17,89,62,87,75,86,60,29,82,77,69,85,52,79,76,39,74,73,32,72,24,70,68,64,67,38,63,61,58,59,56,35,53,50,31,51,45,27,43,41,36},
{2,5,3,6,1,13,20,24,12,11,7,27,29,4,19,17,57,18,41,62,8,36,53,16,56,10,32,97,15,33,98,88,51,77,9,100,81,26,14,99,70,49,95,96,47,38,25,93,94,22,92,91,75,64,90,89,85,35,87,31,84,86,82,83,30,48,23,79,80,76,61,73,78,74,21,28,71,68,66,72,59,69,54,67,63,65,58,60,50,52,44,46,55,45,42,43,40,39,37,34},
{1,4,13,3,12,10,2,30,7,6,5,35,22,45,19,38,9,20,14,16,84,59,44,11,94,98,8,26,68,55,29,73,24,15,51,100,99,42,90,77,67,17,46,97,36,54,96,95,31,92,85,93,63,28,91,89,88,21,87,86,33,76,83,41,82,81,23,78,74,79,18,80,72,57,70,75,71,25,65,69,66,64,53,62,61,48,60,50,47,40,39,58,56,52,49,43,37,34,32,27},
{1,10,6,3,14,19,5,9,36,2,20,8,7,37,29,64,24,4,16,34,35,52,43,27,13,12,76,30,23,60,74,18,98,15,11,100,97,46,56,41,99,95,26,33,66,93,87,21,96,86,40,91,28,94,88,85,79,92,71,90,25,82,89,17,78,39,83,81,73,84,80,77,75,22,72,68,63,61,58,31,70,54,67,55,69,62,65,57,50,59,53,48,51,49,44,38,47,42,45,32},
{1,6,2,5,17,19,11,8,4,26,3,18,34,16,10,45,14,39,7,43,27,63,49,98,33,9,15,84,68,42,29,100,99,74,95,28,25,54,13,12,58,97,94,56,76,32,96,24,93,48,22,61,92,30,88,21,91,87,83,90,51,20,89,81,86,47,85,82,41,79,78,77,37,72,80,75,67,64,73,71,44,70,65,31,60,69,66,23,62,52,59,57,50,53,55,46,40,38,36,35},
{2,1,6,8,11,4,16,3,10,9,42,25,5,47,32,29,23,27,7,17,15,54,84,14,76,35,39,12,20,62,63,22,52,13,100,19,88,99,70,24,50,18,97,95,45,81,92,48,98,37,96,91,90,94,93,87,86,21,78,89,80,60,72,46,85,83,41,26,82,79,77,75,74,69,57,71,68,65,34,67,73,56,64,59,51,66,40,61,30,49,38,55,31,58,53,44,28,43,36,33},
{2,1,3,7,12,15,19,25,9,23,4,5,32,46,69,20,6,30,16,18,11,8,92,76,17,50,10,59,44,100,13,47,99,38,98,83,93,70,24,97,82,22,41,33,52,21,96,89,95,62,14,94,42,36,91,90,86,88,29,61,87,84,85,81,40,80,79,57,28,78,74,77,75,31,68,73,71,35,72,64,54,67,58,66,65,63,60,56,26,51,55,53,49,48,39,45,43,37,27,34},
{1,3,12,5,6,14,26,20,9,8,2,31,19,7,10,46,50,4,17,18,38,16,45,29,83,11,68,25,85,61,39,100,96,34,24,15,99,98,35,22,77,97,41,21,91,62,95,13,94,73,63,55,28,93,92,89,79,47,90,87,82,88,84,27,86,53,57,81,75,78,48,80,74,42,76,70,37,72,71,67,66,65,52,59,23,33,69,44,64,58,40,43,60,56,54,49,36,51,32,30},
{5,1,7,9,4,18,3,20,15,2,36,6,14,34,26,13,24,10,72,8,58,54,29,47,39,22,35,44,38,12,25,98,100,88,17,94,11,99,32,50,76,30,16,97,83,21,96,19,93,86,74,67,28,95,92,90,91,84,78,81,89,41,73,61,85,79,31,82,87,71,80,77,66,57,48,70,75,27,69,46,65,62,23,63,56,68,59,64,60,55,45,52,53,51,42,49,43,40,33,37},
{2,4,7,10,3,8,1,13,34,41,6,24,19,17,16,31,5,40,27,11,87,77,91,21,26,9,88,45,20,66,12,100,69,62,57,15,51,43,39,99,30,98,76,97,25,96,18,95,94,80,14,92,93,36,60,33,84,89,28,90,79,85,23,71,86,22,82,74,44,72,56,83,81,70,61,53,78,73,63,75,68,65,50,67,64,42,35,59,49,54,58,37,55,52,47,46,48,38,29,32},
{1,4,10,2,23,12,9,5,15,8,14,44,41,21,6,35,17,3,11,32,13,19,81,51,60,40,38,7,27,34,100,99,94,65,71,97,30,82,90,18,29,50,22,98,86,96,95,74,20,68,63,93,26,62,76,92,91,89,46,88,87,85,39,16,84,80,79,73,59,52,66,83,25,78,77,47,33,75,70,61,72,56,55,69,31,67,64,49,58,37,57,54,48,24,53,45,43,42,36,28},
{5,2,9,4,19,8,1,11,3,28,13,22,6,20,25,10,39,50,14,12,62,21,38,82,7,44,56,15,46,31,95,100,26,77,99,93,69,17,43,29,96,98,34,86,16,33,97,94,42,90,18,67,92,87,91,88,73,59,84,40,36,81,89,79,76,23,75,66,85,83,65,80,55,71,57,78,74,35,72,24,70,64,63,54,68,32,52,27,61,60,58,53,51,49,48,45,30,47,41,37},
{3,1,13,8,12,2,20,4,37,9,11,24,6,26,16,38,7,53,28,62,22,48,44,41,71,5,23,65,10,100,17,60,97,33,15,32,14,85,21,99,89,98,52,29,95,81,96,74,88,40,94,49,25,93,92,87,91,68,45,30,39,90,78,86,84,19,76,83,82,66,18,80,79,64,54,77,36,73,75,72,43,35,70,67,61,69,57,63,59,56,58,47,34,55,27,31,50,51,46,42},
{1,3,6,2,9,20,4,26,8,15,31,5,24,18,7,22,16,58,13,45,14,80,76,52,12,44,11,40,92,100,78,35,53,94,33,65,34,99,97,29,96,50,93,95,98,19,90,70,21,86,60,17,91,85,42,89,10,77,27,88,69,83,87,30,84,39,23,82,75,64,81,25,79,73,57,72,56,74,71,51,68,28,67,38,66,61,63,62,59,55,46,49,36,54,48,47,43,37,41,32},
{4,1,8,2,20,12,7,3,5,16,31,27,17,24,6,52,13,11,47,34,19,9,28,38,65,23,72,62,10,77,46,14,100,44,22,33,99,98,68,97,92,42,96,93,95,66,32,88,61,94,89,91,39,25,59,71,15,30,87,29,83,80,90,86,79,74,21,50,85,18,82,84,81,67,78,75,76,64,73,51,70,41,63,69,60,56,48,57,58,55,53,40,54,45,36,49,37,26,43,35},
{3,1,10,4,8,9,6,26,2,7,37,18,13,5,40,47,20,35,30,14,12,55,44,88,83,27,28,17,11,71,99,25,74,16,100,61,24,93,22,82,98,57,21,77,97,96,19,95,52,66,23,94,59,91,76,92,86,15,51,85,72,90,43,68,89,84,42,36,87,70,79,58,81,39,78,80,32,65,75,69,63,73,64,67,56,62,60,49,54,45,53,46,34,29,48,50,41,31,38,33},
{3,6,9,2,11,1,8,17,30,24,37,22,4,14,27,42,18,10,12,5,63,7,32,67,60,49,20,15,55,45,53,41,13,31,100,99,74,26,19,97,39,23,98,56,96,86,85,62,95,29,94,90,83,21,93,47,16,92,38,89,88,81,84,80,61,25,35,91,44,87,78,82,77,79,75,33,72,76,70,73,71,69,52,68,66,64,65,51,59,58,57,34,54,43,50,40,48,36,46,28},
{1,3,2,9,10,4,6,5,14,20,12,29,7,30,24,11,49,17,8,43,53,22,35,78,69,41,26,76,60,96,56,38,23,15,13,100,98,99,97,57,16,19,95,42,34,21,91,94,90,72,93,89,73,36,66,92,18,64,31,86,84,51,88,83,32,87,82,79,85,81,80,77,28,75,54,47,74,70,71,68,27,62,67,65,45,39,63,58,61,52,59,55,25,48,50,46,44,33,40,37},
{3,1,11,8,4,6,21,2,13,9,15,7,34,5,28,20,12,18,54,30,46,32,10,63,62,50,47,45,25,41,99,35,22,81,33,65,91,17,68,100,98,29,16,97,96,14,87,80,26,95,94,59,84,27,92,93,90,43,19,89,75,31,86,88,79,55,78,85,23,71,83,77,82,49,67,76,74,73,61,70,39,72,58,44,69,24,66,64,57,60,56,53,38,42,52,40,51,37,48,36},
{1,11,13,3,24,2,6,4,39,20,36,10,9,35,8,33,12,7,62,5,34,30,79,47,19,59,100,27,17,50,22,99,31,68,16,97,28,98,14,65,23,96,21,90,94,55,93,15,91,63,89,95,18,80,77,92,26,87,85,25,88,86,84,73,42,54,83,76,71,53,81,58,75,38,74,82,70,72,78,48,69,46,51,67,66,57,61,60,64,56,45,44,41,49,52,40,32,43,37,29},
{5,1,2,11,8,4,42,3,13,26,34,16,9,14,30,37,12,7,22,52,6,23,58,76,21,55,28,10,18,100,20,82,90,17,50,15,99,33,95,69,49,97,98,45,27,91,25,94,19,96,93,83,92,78,40,72,68,63,89,88,87,67,86,85,84,38,80,31,81,77,60,79,32,75,74,56,24,73,71,57,70,66,29,65,62,64,51,61,59,54,43,53,48,46,44,41,47,35,39,36},
{2,1,13,5,3,15,11,6,32,4,8,19,56,46,30,9,27,18,7,35,24,14,48,25,17,63,12,100,45,69,58,23,99,10,22,16,86,92,52,40,98,34,95,81,97,38,94,78,91,47,20,29,89,96,90,93,84,80,88,83,75,70,21,82,64,87,85,26,77,79,72,74,51,62,76,41,67,61,73,28,71,66,54,68,65,43,60,59,53,57,55,36,50,49,33,42,39,44,37,31},
{3,2,1,4,14,13,22,17,9,35,7,6,5,16,51,31,42,33,8,30,10,26,11,79,61,72,25,53,19,100,28,24,98,93,46,15,69,96,57,12,27,21,99,95,97,84,40,66,91,92,18,90,81,94,20,63,86,89,88,44,87,70,39,85,83,23,76,82,37,80,73,78,29,60,77,49,75,48,71,67,74,65,68,64,58,45,62,59,56,55,34,50,41,54,32,52,47,43,38,36},
{2,1,8,12,5,6,21,9,15,10,27,3,37,54,38,17,40,16,19,7,50,39,30,4,78,13,36,25,31,98,11,71,100,26,90,24,14,99,97,59,95,92,73,91,49,94,34,96,20,85,18,93,46,89,58,77,70,82,45,88,74,23,87,84,72,81,22,86,83,80,64,33,79,68,29,62,76,48,75,69,63,67,53,66,65,56,61,44,57,43,60,55,52,28,51,47,41,42,35,32},
{1,4,3,16,14,7,2,19,13,6,11,32,29,8,23,24,35,49,51,5,9,96,39,10,74,45,34,72,89,21,12,38,100,70,20,95,61,84,82,15,59,30,98,18,80,99,42,79,94,97,93,91,25,92,56,88,27,90,86,64,87,77,85,68,50,37,26,83,81,78,44,73,69,28,76,53,75,66,17,63,65,62,71,22,48,67,55,60,31,57,58,54,52,47,46,36,43,41,40,33},
{1,2,3,10,6,24,5,4,17,12,35,16,7,13,42,22,37,14,11,31,53,51,62,28,9,39,97,26,20,18,55,79,48,8,40,92,99,71,21,19,100,98,93,86,89,82,34,54,96,15,95,94,33,91,38,90,81,80,67,88,75,87,57,32,29,85,45,84,30,83,77,76,78,25,72,74,73,66,64,70,59,69,58,68,23,27,65,63,61,60,56,50,49,47,43,46,36,41,52,44},
{1,5,3,23,11,2,22,6,14,12,8,19,48,4,17,7,44,58,46,35,29,9,66,26,91,34,100,25,70,16,81,55,57,33,13,10,28,96,15,98,79,99,95,20,92,93,89,21,32,86,43,67,97,18,52,88,40,94,90,78,87,75,84,24,85,83,38,80,82,77,50,68,64,72,76,30,71,47,74,61,53,69,62,73,63,65,60,39,42,56,54,41,59,49,37,31,45,36,51,27},
